id,record,sequence,page number,group,coordinates,thumb,zoom
ukmhl-b21965055-514,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21965055-514?routing=ukmhl-b21965055,514,408,b21965055,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b21965055/b21965055_alto/coordinates/514.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/33/items/b21965055/b21965055_thumb/b21965055_0544.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/33/items/b21965055/b21965055_jp2/b21965055_0544.jp2
ukmhl-b21965055-474,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21965055-474?routing=ukmhl-b21965055,474,368,b21965055,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b21965055/b21965055_alto/coordinates/474.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/33/items/b21965055/b21965055_thumb/b21965055_0504.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/33/items/b21965055/b21965055_jp2/b21965055_0504.jp2
ukmhl-b21965055-59,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21965055-59?routing=ukmhl-b21965055,59,23,b21965055,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b21965055/b21965055_alto/coordinates/59.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/33/items/b21965055/b21965055_thumb/b21965055_0061.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/33/items/b21965055/b21965055_jp2/b21965055_0061.jp2
ukmhl-b21965055-569,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21965055-569?routing=ukmhl-b21965055,569,463,b21965055,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b21965055/b21965055_alto/coordinates/569.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/33/items/b21965055/b21965055_thumb/b21965055_0599.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/33/items/b21965055/b21965055_jp2/b21965055_0599.jp2
ukmhl-b21965055-159,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21965055-159?routing=ukmhl-b21965055,159,123,b21965055,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b21965055/b21965055_alto/coordinates/159.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/33/items/b21965055/b21965055_thumb/b21965055_0161.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/33/items/b21965055/b21965055_jp2/b21965055_0161.jp2
ukmhl-b21965055-554,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21965055-554?routing=ukmhl-b21965055,554,448,b21965055,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b21965055/b21965055_alto/coordinates/554.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/33/items/b21965055/b21965055_thumb/b21965055_0584.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/33/items/b21965055/b21965055_jp2/b21965055_0584.jp2
ukmhl-b21965055-169,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21965055-169?routing=ukmhl-b21965055,169,133,b21965055,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b21965055/b21965055_alto/coordinates/169.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/33/items/b21965055/b21965055_thumb/b21965055_0171.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/33/items/b21965055/b21965055_jp2/b21965055_0171.jp2
ukmhl-b21965055-563,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21965055-563?routing=ukmhl-b21965055,563,457,b21965055,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b21965055/b21965055_alto/coordinates/563.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/33/items/b21965055/b21965055_thumb/b21965055_0593.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/33/items/b21965055/b21965055_jp2/b21965055_0593.jp2
ukmhl-b21965055-89,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21965055-89?routing=ukmhl-b21965055,89,53,b21965055,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b21965055/b21965055_alto/coordinates/89.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/33/items/b21965055/b21965055_thumb/b21965055_0091.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/33/items/b21965055/b21965055_jp2/b21965055_0091.jp2
ukmhl-b21965055-118,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21965055-118?routing=ukmhl-b21965055,118,82,b21965055,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b21965055/b21965055_alto/coordinates/118.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/33/items/b21965055/b21965055_thumb/b21965055_0120.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/33/items/b21965055/b21965055_jp2/b21965055_0120.jp2
ukmhl-b21965055-428,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21965055-428?routing=ukmhl-b21965055,428,326,b21965055,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b21965055/b21965055_alto/coordinates/428.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/33/items/b21965055/b21965055_thumb/b21965055_0456.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/33/items/b21965055/b21965055_jp2/b21965055_0456.jp2
ukmhl-b21965055-246,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21965055-246?routing=ukmhl-b21965055,246,210,b21965055,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b21965055/b21965055_alto/coordinates/246.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/33/items/b21965055/b21965055_thumb/b21965055_0248.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/33/items/b21965055/b21965055_jp2/b21965055_0248.jp2
ukmhl-b21965055-18,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21965055-18?routing=ukmhl-b21965055,18,-,b21965055,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b21965055/b21965055_alto/coordinates/18.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/33/items/b21965055/b21965055_thumb/b21965055_0020.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/33/items/b21965055/b21965055_jp2/b21965055_0020.jp2
