id,record,sequence,page number,group,coordinates,thumb,zoom
ukmhl-b2153844x-279,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2153844x-279?routing=ukmhl-b2153844x,279,263,b2153844x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b2153844x/b2153844x_alto/coordinates/279.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/4/items/b2153844x/b2153844x_thumb/b2153844x_0279.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/4/items/b2153844x/b2153844x_jp2/b2153844x_0279.jp2
ukmhl-b2153844x-281,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2153844x-281?routing=ukmhl-b2153844x,281,265,b2153844x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b2153844x/b2153844x_alto/coordinates/281.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/4/items/b2153844x/b2153844x_thumb/b2153844x_0281.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/4/items/b2153844x/b2153844x_jp2/b2153844x_0281.jp2
ukmhl-b2153844x-148,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2153844x-148?routing=ukmhl-b2153844x,148,128,b2153844x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b2153844x/b2153844x_alto/coordinates/148.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/4/items/b2153844x/b2153844x_thumb/b2153844x_0148.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/4/items/b2153844x/b2153844x_jp2/b2153844x_0148.jp2
ukmhl-b2153844x-9,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2153844x-9?routing=ukmhl-b2153844x,9,-,b2153844x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b2153844x/b2153844x_alto/coordinates/9.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/4/items/b2153844x/b2153844x_thumb/b2153844x_0009.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/4/items/b2153844x/b2153844x_jp2/b2153844x_0009.jp2
ukmhl-b2153844x-259,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2153844x-259?routing=ukmhl-b2153844x,259,239,b2153844x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b2153844x/b2153844x_alto/coordinates/259.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/4/items/b2153844x/b2153844x_thumb/b2153844x_0259.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/4/items/b2153844x/b2153844x_jp2/b2153844x_0259.jp2
ukmhl-b2153844x-62,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2153844x-62?routing=ukmhl-b2153844x,62,46,b2153844x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b2153844x/b2153844x_alto/coordinates/62.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/4/items/b2153844x/b2153844x_thumb/b2153844x_0062.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/4/items/b2153844x/b2153844x_jp2/b2153844x_0062.jp2
ukmhl-b2153844x-56,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2153844x-56?routing=ukmhl-b2153844x,56,40,b2153844x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b2153844x/b2153844x_alto/coordinates/56.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/4/items/b2153844x/b2153844x_thumb/b2153844x_0056.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/4/items/b2153844x/b2153844x_jp2/b2153844x_0056.jp2
ukmhl-b2153844x-228,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2153844x-228?routing=ukmhl-b2153844x,228,208,b2153844x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b2153844x/b2153844x_alto/coordinates/228.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/4/items/b2153844x/b2153844x_thumb/b2153844x_0228.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/4/items/b2153844x/b2153844x_jp2/b2153844x_0228.jp2
ukmhl-b2153844x-135,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2153844x-135?routing=ukmhl-b2153844x,135,119,b2153844x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b2153844x/b2153844x_alto/coordinates/135.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/4/items/b2153844x/b2153844x_thumb/b2153844x_0135.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/4/items/b2153844x/b2153844x_jp2/b2153844x_0135.jp2
ukmhl-b2153844x-133,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2153844x-133?routing=ukmhl-b2153844x,133,117,b2153844x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b2153844x/b2153844x_alto/coordinates/133.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/4/items/b2153844x/b2153844x_thumb/b2153844x_0133.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/4/items/b2153844x/b2153844x_jp2/b2153844x_0133.jp2
ukmhl-b2153844x-241,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2153844x-241?routing=ukmhl-b2153844x,241,221,b2153844x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b2153844x/b2153844x_alto/coordinates/241.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/4/items/b2153844x/b2153844x_thumb/b2153844x_0241.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/4/items/b2153844x/b2153844x_jp2/b2153844x_0241.jp2
