id,record,sequence,page number,group,coordinates,thumb,zoom
ukmhl-b28079644-56,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b28079644-56?routing=ukmhl-b28079644,56,44,b28079644,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b28079644/b28079644_alto/coordinates/56.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/17/items/b28079644/b28079644_thumb/b28079644_0056.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/17/items/b28079644/b28079644_jp2/b28079644_0056.jp2
ukmhl-b28079644-81,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b28079644-81?routing=ukmhl-b28079644,81,69,b28079644,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b28079644/b28079644_alto/coordinates/81.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/17/items/b28079644/b28079644_thumb/b28079644_0081.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/17/items/b28079644/b28079644_jp2/b28079644_0081.jp2
ukmhl-b28079644-33,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b28079644-33?routing=ukmhl-b28079644,33,21,b28079644,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b28079644/b28079644_alto/coordinates/33.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/17/items/b28079644/b28079644_thumb/b28079644_0033.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/17/items/b28079644/b28079644_jp2/b28079644_0033.jp2
ukmhl-b28079644-103,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b28079644-103?routing=ukmhl-b28079644,103,91,b28079644,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b28079644/b28079644_alto/coordinates/103.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/17/items/b28079644/b28079644_thumb/b28079644_0103.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/17/items/b28079644/b28079644_jp2/b28079644_0103.jp2
ukmhl-b28079644-74,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b28079644-74?routing=ukmhl-b28079644,74,62,b28079644,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b28079644/b28079644_alto/coordinates/74.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/17/items/b28079644/b28079644_thumb/b28079644_0074.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/17/items/b28079644/b28079644_jp2/b28079644_0074.jp2
ukmhl-b28079644-119,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b28079644-119?routing=ukmhl-b28079644,119,107,b28079644,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b28079644/b28079644_alto/coordinates/119.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/17/items/b28079644/b28079644_thumb/b28079644_0119.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/17/items/b28079644/b28079644_jp2/b28079644_0119.jp2
ukmhl-b28079644-70,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b28079644-70?routing=ukmhl-b28079644,70,58,b28079644,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b28079644/b28079644_alto/coordinates/70.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/17/items/b28079644/b28079644_thumb/b28079644_0070.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/17/items/b28079644/b28079644_jp2/b28079644_0070.jp2
ukmhl-b28079644-61,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b28079644-61?routing=ukmhl-b28079644,61,49,b28079644,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b28079644/b28079644_alto/coordinates/61.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/17/items/b28079644/b28079644_thumb/b28079644_0061.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/17/items/b28079644/b28079644_jp2/b28079644_0061.jp2
ukmhl-b28079644-14,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b28079644-14?routing=ukmhl-b28079644,14,2,b28079644,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b28079644/b28079644_alto/coordinates/14.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/17/items/b28079644/b28079644_thumb/b28079644_0014.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/17/items/b28079644/b28079644_jp2/b28079644_0014.jp2
ukmhl-b28079644-83,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b28079644-83?routing=ukmhl-b28079644,83,71,b28079644,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b28079644/b28079644_alto/coordinates/83.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/17/items/b28079644/b28079644_thumb/b28079644_0083.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/17/items/b28079644/b28079644_jp2/b28079644_0083.jp2
ukmhl-b28079644-91,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b28079644-91?routing=ukmhl-b28079644,91,79,b28079644,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/17/items/b28079644/b28079644_alto/coordinates/91.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/17/items/b28079644/b28079644_thumb/b28079644_0091.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/17/items/b28079644/b28079644_jp2/b28079644_0091.jp2
